Link,Location,Title,Date,Time,Description,Price,Location
http://generalassemb.ly/education/better-design-with-rapid-prototyping-and-testing/london/38747,London,Better Design with Rapid Prototyping and Testing,"Wednesday, 30 August",6:15,"You know what you want when it comes to designing your site, your web app, your anything, but what about your users? User experience is at the heart of building a successful product. In this class, we'll explore the full potential of rapid prototyping and how they can help in explaining and optimising your design ideas.",55,Atlanta
http://generalassemb.ly/education/coding-101-html-css/atlanta/38370,Atlanta,Coding 101: HTML & CSS,"Tuesday, 18 July",6:30,"Meet the programming languages that power the web, and write your first line of code.",30,Atlanta
http://generalassemb.ly/education/user-research-methods/london/37910,London,User Research Methods,"Wednesday, 19 July",6:15,"Developing a deep understanding of users’ behaviour, thoughts, needs, and desires helps design teams solve well-defined problems. Without identifying these core problems and opportunities, launching a product or service is simply a stab in the dark. User research is the means by which we foster this understanding. It focuses on developing direct connections to end users in order to make sense of their everyday lives, learn about their frustrations, and determine potential solutions to improve their experience with just about anything.",35,Atlanta
http://generalassemb.ly/education/email-marketing-essentials/singapore/38388,Singapore,Email Marketing Essentials,"Monday, 24 July",7,"Email is one of the highest performing digital marketing channels, requiring its own unique set of content, marketing, and design considerations. However, with the tens of hundreds of emails people receive every day, you must learn how to distinguish your email from the rest. In this session, you’ll learn how to develop and drive email strategy, best practices and principles for getting users to take action, simple strategies and A/B tests to maximize conversions, and what to measure and track.",60,Atlanta
http://generalassemb.ly/education/data-analysis-moving-from-excel-to-sql/chicago/39269,Chicago,Data Analysis: Moving From Excel to SQL,"Thursday, 24 August",6,"Are you using Excel for analysis? Spreadsheets are useful for analyzing and visualizing data, but become cumbersome and unwieldy with large datasets.",40,Atlanta
http://generalassemb.ly/education/python-programming-101/boston/37415,Boston,Python Programming 101,"Wednesday, 6 September",6:30,"Whether you have experience in programming or are looking to get started for the first time, getting involved in the Python community will put you on the fast track to success in a variety of data-related fields.",75,Atlanta
http://generalassemb.ly/education/ux-fundamentals-wireframing-prototyping/atlanta/39212,Atlanta,UX Fundamentals: Wireframing & Prototyping,"Tuesday, 15 August",6,If you're new to prototyping or wireframing with Sketch and Invision then this class is for you.,40,Atlanta
http://generalassemb.ly/education/design-thinking-bootcamp/chicago/39326,Chicago,Design Thinking Bootcamp,"Saturday, 9 September",10,"In increasingly complex times, innovation and collaboration skills are becoming vital to businesses, and both principles are essential in Design Thinking. This hands-on workshop will lead you through the design thinking process, taught by design thinking professionals that live and breathe in this space. Together we'll explore how human-centered design can help develop innovative solutions for the complex challenges we face as businesspeople, non-profit leaders, entrepreneurs, and global citizens.",210,Atlanta
http://generalassemb.ly/education/we-speak-practical-ways-to-feel-good-when-presenting/melbourne/39471,Melbourne,We Speak - Practical Ways to Feel Good When Presenting,"Monday, 14 August",6:30,"The fear of presenting never leaves, people just find ways to harness it. In this masterclass, you’ll learn some of the easiest ways to help you feel more comfortable when presenting, hear some personal stories which may make you laugh and understand that everyone goes through it and you can learn to enjoy public speaking. Don’t worry you won’t have to do any!",35,Atlanta
http://generalassemb.ly/education/ux-design-101/chicago/39327,Chicago,UX Design 101,"Tuesday, 19 September",6,Discover how design shapes our online experiences.,40,Atlanta
http://generalassemb.ly/education/hella-good-content/austin/39051,Austin,Hella Good Content,"Thursday, 20 July",6:30,"FACT: People now have a shorter attention span than goldfish! So how do you, as a content creator, grab people's attention? How do you get people to share the content you worked so hard making, instead of having people swipe past it? In this workshop, you'll learn the 3 factors that go into making not just good content, but HELLA-good content. Through hands-on group exercises and discussion, you'll leave the class with a simple action plan for helping your rad content get the attention it deserves.",35,Atlanta
http://generalassemb.ly/education/data-analytics-101-01095432-8af6-4a75-b00f-694d0589f258/new-york-city/38499,New York City,Data Analytics 101,"Tuesday, 29 August",6:30,Learn how data drives better business.,60,Atlanta
